Time,RMSD_complex,RMSD_protein,RMSD_peptide
0.0,2.4831564136662265e-07,2.595572728880965e-07,1.5078914929239175e-07
0.01,0.8582852171486955,0.8548744994979476,0.3813760986493694
0.02,0.8895002415369397,0.9107360348077919,0.3091818156314458
0.03,1.2148155123646198,1.106154533001504,0.5934733898544452
0.04,1.1930674344238124,1.12084843962996,0.48297005657462455
0.05,1.209876698537297,1.0497304989408995,0.45629228774394803
0.06,1.2763876944842192,1.057477762642738,0.4461989756276993
0.07,1.0065850982728128,0.9095348974196366,0.5192605243355348
0.08,1.0371467451168803,0.91565465182216,0.44270280445932814
0.09,1.0854581222696322,0.9340667555897869,0.5971741586531879
0.1,1.0952039330455978,0.9705607246284812,0.6445779491938999
0.11,1.2006505363177387,1.0768248110219147,0.7575206665163435
0.12,0.9702701077872713,0.8932857559426408,0.6225976045870538
0.13,1.1893229499712532,0.953032302309684,0.6334282278290614
0.14,1.1248568602148392,0.9325649322701153,0.599518724259948
0.15,1.2687961890661186,1.0477979617071707,0.5592849797539916
0.16,1.3106440234535923,1.0169367997477763,0.5555598583670471
0.17,1.2774884679776808,1.0559202220504096,0.45823052159395217
0.18,1.2765969874600978,1.060870408318798,0.452399859128718
0.19,1.2940057160063918,1.1028249372046293,0.5555772541710574
0.2,1.254422333188076,1.0086417616098393,0.4089925922171517
0.21,1.3446590276709656,0.8634977862024048,0.8203948876093047
0.22,1.4017599629722763,1.0688035494880657,0.6709909761322365
0.23,1.7115334010989938,1.467842512346355,0.6597358231654225
0.24,1.5233084544822806,1.3948130946644217,0.5047750156647962
0.25,1.4408397305935163,1.3146067558349208,0.5659009259026392
0.26,1.576099349626723,1.4201838954858195,0.7524382411359432
0.27,1.5512485147894748,1.3517834961999202,0.7941287911425745
0.28,1.5819836843267212,1.3141187360967745,0.5902578969943977
0.29,1.4150109090831802,1.2910959401039965,0.5627846198799498
0.3,1.3241416448076935,1.1335014347035337,0.6908796940447361
0.31,1.4127469552427503,1.225913459011913,0.6368547726251342
0.32,1.5820631265183054,1.2834998013534005,1.2059409859790964
0.33,1.7445400284058579,1.2953159160094543,1.095443875723024
0.34,1.9747829091635642,1.4346774307399925,1.2853532534542869
0.35,1.9813642345784241,1.5141840735210244,0.9780608062823746
0.36,1.9354579495171282,1.3392921279336483,1.122757715546506
0.37,1.8664344141761138,1.3315801411888222,0.9101918484850209
0.38,1.9425087729034127,1.4756605808711043,1.1950430855710865
0.39,1.723023254966166,1.2541714512303954,1.0215643294397057
0.4,1.8724892861331925,1.391632942642092,1.0180869842961797
0.41,1.8235499032352374,1.4452129818934933,1.1272251059945766
0.42,1.9617699879503288,1.595500545540661,1.1641995401878307
0.43,2.1671051905912377,1.8050867755303148,1.1164298231929273
0.44,2.1134869508205476,1.8327377166615595,0.9620771599435519
0.45,2.2620424185555374,2.011140665447251,1.3173099567709257
0.46,2.118279054209546,1.8241219534998063,1.1143808671837694
0.47,2.235844368089427,1.8333562445789626,1.1339421817552682
0.48,2.1901034242889375,1.9241288191081645,0.9409555446805251
0.49,2.137561009890282,1.834974506477801,1.1345738864978472
0.5,2.1616633833487,1.879487393721044,1.2997829585923064
0.51,1.8924586340806757,1.5376172066575582,1.2411592448239233
0.52,2.019919642398504,1.7435829011099182,1.5987489126814418
0.53,2.0779487009809916,1.7672715583666303,1.3739931387006943
0.54,1.9480992671636002,1.6475534712405406,1.1022255693695486
0.55,2.156064899184141,1.911700623456965,1.2750655863791323
0.56,2.1012737803222383,1.8250175601948522,1.087755832345247
0.57,2.136154083282439,1.797279271900405,1.2301191652240293
0.58,2.116723362999291,1.8061525272756398,1.1467618073205401
0.59,1.9572870584738624,1.613345968001624,1.190645017856822
0.6,2.166321784192655,1.936639859658148,1.23994712269539
0.61,2.0050747481855695,1.7365394840666593,1.095969379384524
0.62,1.9789596692926241,1.70459771463255,1.091079340624696
0.63,2.088496347108321,1.82803122917917,1.1077917978829006
0.64,2.238643999897784,1.92959901748664,0.9253107864847941
0.65,2.119031179076433,1.8370939392958352,1.446350051737511
0.66,2.105502164725518,1.8819462170159893,1.3740787787290176
0.67,2.044398677749315,1.739156650026345,1.494032984531137
0.68,2.089595427176388,1.7266586680563467,1.0340231694855202
0.69,2.126690887575792,1.822839569417235,1.0793363936574056
0.7,2.178986264723643,1.837238938916981,1.2342153104465425
0.71,2.064563114931849,1.851962486504618,1.1936900292663302
0.72,2.2102617375219036,1.8798067806245335,1.1395961958779086
0.73,2.126903278328888,1.724977709918711,1.2655574640213005
0.74,2.2775243203497335,1.84378386452008,1.4371907424495958
0.75,2.2149553490890783,1.878484065171175,1.256182683843495
0.76,2.0579683668354374,1.7870498364152005,1.4140399793192764
0.77,2.0958871228459723,1.7544394054140742,1.0979693077352084
0.78,2.050563691276343,1.6554203041215025,1.2691823503595554
0.79,2.131203851134368,1.8555542914426641,0.9628425294896119
0.8,2.1200470548786403,1.8266765652501187,1.122156187984588
0.81,2.0174993702390536,1.687962551506419,1.1188513998763776
0.82,2.0438476065643623,1.6942346233648324,1.0193925384632647
0.83,2.1213622638835834,1.6875163318185638,1.0408377142299832
0.84,2.230083946591848,1.6747769228896559,1.4530937713566356
0.85,2.344359318479395,1.6608784288084846,1.3927236481949745
0.86,2.4010252129834546,1.7793026090579218,1.6119073203718541
0.87,2.2419013655893676,1.6984901574377682,1.2666831728392864
0.88,2.170608931262144,1.586654327224164,1.5412584247914651
0.89,2.1139989703030584,1.5909261568690058,1.3414256722261095
0.9,2.2788779956981644,1.8474958573111695,1.4108055108930455
0.91,2.0387164154528663,1.6155611204009561,1.1001587815809333
0.92,1.949521273527338,1.6068807932773792,1.0220294721360346
0.93,1.9903150747469085,1.5606556970266743,1.1872832578428694
0.94,2.114933863202869,1.5033066033001485,1.404057908251655
0.95,2.026996517170945,1.4518852707856893,1.0247527630765352
0.96,2.009260720276807,1.5686746263077527,1.0685731667667595
0.97,1.923471992825993,1.611114308228369,1.156914876085976
0.98,2.0490328005901888,1.7416506455313547,1.0427071470851752
0.99,2.027658734690298,1.7807684519971587,1.0788210818408723
1.0,2.0148024424361393,1.7278880503618186,1.270588883188613
1.01,2.0209720828583917,1.7686926895671504,1.230990650232784
1.02,1.95857080363729,1.6062915415720056,1.2940254351434037
1.03,2.094557466380089,1.8797903724397798,1.180537130542556
1.04,2.188345464189592,1.9452245820755383,0.9374458322997473
1.05,2.121096070401978,1.8274887787293572,1.1884763005182326
1.06,2.0776721110399117,1.7192757212270464,0.9728537072201296
1.07,1.9113865607904854,1.5517526816269087,0.9102920542126334
1.08,2.034730269801707,1.5824232950132262,1.189444543237336
1.09,2.0562158207499333,1.653221639141999,1.1746627079599403
1.1,2.0296049572505583,1.6942972727954269,1.1768606475472096
1.11,1.9946616000936888,1.704842089041084,1.3535072015626797
1.12,2.1526073904969785,1.7599412644135188,1.3334605983379253
1.13,2.053155197473288,1.7200524649889921,1.191411648781477
1.14,2.1768524512945517,1.8339219261650472,1.2527539035830861
1.15,2.1485583441318723,1.8188583368238493,1.3122078467098781
1.16,2.0446770132126364,1.7039540386649086,0.8629538212833836
1.17,2.164871414878358,1.8580737458635135,1.2333807322199624
1.18,2.184895305182522,1.8128575434585965,1.4735955470755238
1.19,2.1885555049056,1.7468209595798023,1.294568849892838
1.2,2.071195714641173,1.733623100723116,1.1090314333139208
1.21,2.0981634076419047,1.8344902799487781,1.241785165656565
1.22,2.231022181678897,1.8665070058717494,1.0258732239899266
1.23,2.1728487977966133,1.8677151288433362,1.3184589842486913
1.24,2.230624585190431,1.9363517842315305,1.0852154113031207
1.25,2.2576224541731404,1.8195481664415067,0.9136222367720589
1.26,2.1618833629601575,1.7753501807663041,1.1236429638249823
1.27,2.3765055839481266,1.9034771297371522,1.3671956364493312
1.28,2.2666061203748358,1.863253473047273,1.315656305500074
1.29,2.3095075868066504,1.8210284676795323,0.867711834400025
1.3,2.1952129200679766,1.9057519292249472,1.0027100178013628
1.31,2.03615870102935,1.72737598425378,0.8829215589446667
1.32,2.1425618295345092,1.825626538039647,1.0646974152133284
1.33,2.076711027151385,1.7071838987679389,1.0518946633150545
1.34,2.0472864523572736,1.6844191201180887,1.1179909121178933
1.35,1.9896723578814701,1.5671958772860057,1.0939306025495619
1.36,2.108707761912423,1.726334358652061,1.3048283067408335
1.37,2.1179469464628777,1.751739509387596,1.1549285559727518
1.38,2.1118654555813237,1.748942417309228,1.2717805314794406
1.39,2.0819324193937585,1.6596048498705243,1.214550426609802
1.4,2.103058022625235,1.6638004062868978,1.5292632337528524
1.41,1.935619707097234,1.586156540826131,1.3706559277374502
1.42,2.0661543577420836,1.6649506980426738,1.3047820283765785
1.43,2.1035289247876836,1.6377474111104704,1.4089449914211707
1.44,2.09836915999877,1.7626154378357055,1.0276391317237228
1.45,2.168867874980612,1.813164065124498,1.1426292926086774
1.46,2.2194600081621543,1.824534686026306,1.1138052544187822
1.47,2.0493309366128476,1.7166166567918255,1.3535811163545157
1.48,2.1170646878266677,1.7803752076513037,1.138479133194618
1.49,2.0597893179377014,1.7244019454118111,1.1164370525170177
1.5,2.237558277892569,1.8925416841364349,1.1085994986561878
1.51,2.108201200399665,1.7806253813806023,1.1864904513376051
1.52,2.1794350584729454,1.9104846990370936,1.1840559942392372
1.53,2.1985194704625766,1.8382641874051027,1.1008949081661668
1.54,2.3271962771484516,1.856994800616505,1.2912615628303075
1.55,2.1467932315062304,1.779101436075251,1.0854756585214647
1.56,2.1975398464642013,1.766511902071633,0.8860854444025842
1.57,2.3013553223302603,1.828743751958212,1.0732045162395398
1.58,2.252359207983043,1.9396890034059027,1.1077823535938915
1.59,2.168955102711069,1.8640836435450798,1.072536867892266
1.6,2.038552579841667,1.6329147995522757,1.0305587975718118
1.61,2.1121254373217946,1.7184751398136944,1.3155884475286013
1.62,1.9249480658717142,1.7460172260596871,1.1029806207400321
1.63,2.036554462418901,1.7373559468746256,1.1474470352032937
1.64,2.2017125041959997,1.8271392061228104,1.2183750162712832
1.65,2.13953213574416,1.7532610910536506,0.915014764092263
1.66,2.3196171168813646,1.9757779524637022,1.1749878241218599
1.67,2.2138675158730923,1.9016391227710654,1.148974276053108
1.68,2.31592379938087,2.082798816196857,1.1292210644058793
1.69,2.03291778043525,1.7629189960374414,1.0069627610039853
1.7,2.032901402562003,1.7983801279788763,1.1512506668665592
1.71,2.2167457112116526,1.9591736276710217,1.1747854475491823
1.72,2.1356800875197055,1.8204430598156516,1.1101403878938176
1.73,2.1113915629711424,1.809829066140837,1.0165413873167763
1.74,2.189870372999191,1.9226353748393759,1.0173941606582309
1.75,2.2160198090966112,1.9337594565947402,1.054329384933114
1.76,2.2183284716106355,2.0002347448512396,0.8954576171463673
1.77,2.2102330773286702,1.9138492259452897,1.1975731201570754
1.78,2.1308517503921562,1.679712474152076,1.0125948899353951
1.79,2.0716399659762854,1.675538830610622,1.0468544652585887
