Time,RMSD_complex,RMSD_protein,RMSD_peptide
0.0,4.300953071610425e-07,3.6706941553092053e-07,0.0
0.01,0.85677222446714,0.8270927271434239,0.4321986253504558
0.02,0.7797842570847224,0.7561649725330896,0.4094987712592771
0.03,0.9451321629107747,0.7759491641436153,0.5385593333525073
0.04,1.0696267547825506,0.826414368111186,0.42200743672144997
0.05,1.1868101881330093,0.9138133045650368,0.49023695493823033
0.06,1.0883412038537186,0.9607410357619923,0.42689786978390215
0.07,1.1915246250509408,0.9313289062973199,0.46989185043083476
0.08,1.1862410786432454,0.9826569309744954,0.542543733612172
0.09,1.1753970185428755,0.9383863281925359,0.5620877556464106
0.1,1.258844736612324,0.998739000102287,0.5894951611772005
0.11,1.4434198140279588,1.0925982465143367,0.7387841158791703
0.12,1.2543453058419443,0.9853177353465514,0.5725425108434004
0.13,1.1137535763130697,0.9351169436101024,0.44869114969652657
0.14,1.2901587672839272,1.0979070168593872,0.552443606004104
0.15,1.266534640724104,1.074129586420407,0.5442831299847195
0.16,1.4184255221646889,1.158554299163157,0.5514005212109429
0.17,1.464210951478139,1.287696628403543,0.49259214306778987
0.18,1.6042050445202132,1.1990347081140351,0.8744603945731448
0.19,1.4443369917970061,1.178164139226018,0.558171769737944
0.2,1.4757199113381356,1.2333244841825706,0.8431983465647248
0.21,1.5146991882749725,1.2817195282417877,0.9271792600884049
0.22,1.737384020855079,1.4890106509745062,0.6670588651370387
0.23,1.5415175349955583,1.4084173443211725,0.49610009045112163
0.24,1.7298335687034678,1.5747339086635483,0.7282780525779751
0.25,1.8217831660490762,1.5419166866814926,0.6944833119896242
0.26,1.7604895111671135,1.61051256541774,0.4752613920752463
0.27,1.8777021281396327,1.731471973686787,0.5125100477149956
0.28,1.9526967340327002,1.6318990683424002,0.6941049407930154
0.29,1.9528103033597681,1.5786247403437796,0.5546848753726069
0.3,1.7982231372781639,1.4067665326607885,0.5935194437274172
0.31,1.7713348520104963,1.5617119306094625,0.8628326810628494
0.32,1.7871279200805765,1.5005257125718743,0.9772745535114855
0.33,2.1315153635346515,1.912374619118371,0.6175613454118554
0.34,2.102682495269501,1.8450848400722202,0.7406737478381455
0.35,2.0793336983426225,1.6991261015305403,0.6896419108028446
0.36,1.9796812938657997,1.6031965614133152,0.717805187754419
0.37,1.879846665376412,1.5126322647814359,0.6597229569388243
0.38,1.8815137506603328,1.5575461473887273,0.6769993015561163
0.39,1.777246050210836,1.5992142080842024,0.7016639805315402
0.4,1.8978899071920696,1.5842664421252486,0.6447098266910927
0.41,1.9727144717320333,1.5238025863513913,0.6046522901877458
0.42,2.125476300891364,1.680395879068681,0.7873669583357271
0.43,2.1488151521689174,1.6951698961712238,0.9075561418939279
0.44,2.083806192117011,1.7206051227594508,0.5975408750189989
0.45,2.180928778612003,1.8592408508102178,0.7970607635125403
0.46,2.195079942849687,1.9118305632835604,0.8994561517638681
0.47,2.1504915702097196,1.9341425258368201,0.9795714666905647
0.48,2.33506816695355,2.0842918152452885,0.7886884149119004
0.49,2.3780944701913596,2.1367461688212765,0.9277138836429931
0.5,2.3813084076884614,2.1543568135821958,0.9992250880677586
0.51,2.2492364222312293,2.0190507893222644,1.1642661030850767
0.52,2.352338854335762,2.1816963023229907,0.9397176273490181
0.53,2.3033123597650635,2.146001401571821,1.006061800513779
0.54,2.502502735321986,2.363685099627144,0.9561903305622872
0.55,2.4394119826030902,2.276957718164097,0.9496702389019036
0.56,2.3869391352945093,2.146374676582667,1.0470132858136134
0.57,2.5024012395688406,2.3780632584344636,1.1521867474541398
0.58,2.692517703398034,2.5417894552195115,1.1461222643687052
0.59,2.9382633275658145,2.84308835221588,1.0692627778994555
0.6,2.6886798228617406,2.5439678000444435,1.1302662800777161
0.61,2.606317765784958,2.4585322485244663,1.0714500350300644
0.62,2.4755939198280914,2.3335625721838555,0.9836442772283799
0.63,2.5736037703653265,2.480169897109119,1.1162076028140528
0.64,2.601307804628676,2.5406272277218536,0.9733190973109129
0.65,2.5672054062130347,2.4150413414730214,1.0283757322779081
0.66,2.6264964509127924,2.4694692587706704,1.2684721340852187
0.67,2.7607811187073237,2.6143216549431454,1.1434196840588926
0.68,2.5473553136996947,2.386253625173943,1.1641401447117927
0.69,2.597758433303442,2.4912562036672234,1.0269048233877314
0.7,2.481448972225557,2.328375722448076,1.0061514562262666
0.71,2.5566900370001333,2.3868059822429664,1.277635065013041
0.72,2.481537901675565,2.380423569570375,1.2605995978110405
0.73,2.6150789248015442,2.483780862380294,1.3231372436537865
0.74,2.5665376831397433,2.4881560938663414,1.1471612879216173
0.75,2.406536242821958,2.3854253778689984,1.2334095520698585
0.76,2.596593506877629,2.5065502474458246,1.1494625478512608
0.77,2.6603339092340805,2.6315064677097784,1.3354528379618094
0.78,2.708672891617808,2.695656216511023,1.4422424510690637
0.79,2.768906206038269,2.7055858041043614,1.5786558838036027
0.8,2.862701820293207,2.6988890340384235,1.6905382764957528
0.81,2.692479138932703,2.6037989655307694,1.5824273377399733
0.82,2.7563209660241546,2.7179663293755523,1.4988088494050416
0.83,2.620810193618128,2.5390767134691328,1.5984600203104162
0.84,2.6539120008148975,2.523593986460044,1.598781479437102
0.85,2.880620104353966,2.768979170960596,1.724249607305533
0.86,2.828946823172113,2.7104076682725284,1.901881697808123
0.87,2.742885455205867,2.570002848813093,1.7579112502484906
0.88,2.918390130182304,2.6551661178989012,1.8931404064426414
0.89,2.9122980033975123,2.7709080414164498,1.8782993141045812
0.9,2.825888983738419,2.6161713337104606,1.6570933497802813
0.91,2.86747224539219,2.770940619038394,1.8090587287794009
0.92,2.9551137564988417,2.778498611583357,1.699046795036101
0.93,2.9471350780656205,2.718121959862203,1.660332977853656
0.94,3.001112168283457,2.7782854583819665,1.6837422672110707
0.95,3.1066968078528765,2.838288563173586,1.6150629193688268
0.96,3.3266055612113337,2.912197196305588,1.6997081308836284
0.97,3.2657753778527323,2.797905311566856,1.613504037012346
0.98,3.3301571622924917,2.767580096364156,1.7913894442628373
0.99,3.356954917311061,2.782765469757351,1.6368092260517475
1.0,3.321446600955169,2.7035489182499783,1.5992291123279225
1.01,3.1950393093980702,2.694283112516627,1.6017496584951287
1.02,3.1221129903056366,2.6313648091182387,1.5962646606512103
1.03,3.3189098410628732,2.780792109210421,1.6536942329235071
1.04,3.367141824531936,2.740254530509709,1.5684483889932916
1.05,3.172756668805703,2.6859829412093,1.8226352700968251
1.06,3.340742494777795,2.597568757083356,1.6704131900314676
1.07,3.4328869668545163,2.689332651451823,1.6440975730461196
1.08,3.571484545884407,2.6788169699869266,1.5004577167282576
1.09,3.626266271130964,2.723410351502181,1.659106490677225
1.1,3.6413701887218424,2.7867395233861187,1.3016469425665007
1.11,3.368081656540493,2.7478152354369927,1.6589124309104404
1.12,3.7867920516030664,2.9847924327287183,1.5454545771363557
1.13,3.8712890851664246,2.8045392633900996,1.487041546335649
1.14,3.661537297951088,2.6473614018544227,1.5117558472723702
1.15,3.373647604347587,2.5455974128744776,1.6257259427689508
1.16,3.6414661844758216,2.6364853549120637,1.4560168319382716
1.17,3.5290331926293783,2.539771137404673,1.5234555643033902
1.18,3.5248932590569955,2.829063783452229,1.5324834956370654
1.19,3.5736394064131325,2.8312701260199074,1.6404659049502524
1.2,3.4813919061084784,2.7328697220339397,1.4588690422172044
1.21,3.435249352326267,2.6474772591493916,1.597542003973378
1.22,3.3119876773009262,2.758083118267731,1.6740364920269626
1.23,3.1663252004227007,2.5773333767608704,1.565709375659402
1.24,3.4942136803734085,2.669326735883168,1.657975906799901
1.25,3.365585940343267,2.6906642099233595,1.654674469821999
1.26,3.193004454806979,2.6327058679061004,1.63202916920121
1.27,3.215746984111484,2.652859358594282,1.7566805686061724
1.28,3.2295606614556416,2.528175495623268,1.8857735301420195
1.29,3.2978845981750697,2.6096809089119297,1.69208602937484
1.3,3.2996648864074545,2.537153174023091,1.613871907167929
1.31,3.423107545430489,2.610010593863258,1.6600676958373461
1.32,3.3888370679736846,2.6730572536337784,1.4668662064678804
1.33,3.4009211509476818,2.663764621322634,1.542361291740151
1.34,3.3872605420853774,2.6380835349054306,1.4514335234798843
1.35,3.4159297241971576,2.532150733897749,1.7210989105896164
1.36,3.4719829811407528,2.6758545140154992,1.718996810051848
1.37,3.5066190058309266,2.7160855392816687,1.63810496363738
1.38,3.452105760645388,2.784909102110627,1.9248097221473712
1.39,3.3054398247903984,2.6977874164218205,1.7740114409612548
1.4,3.4448333694886775,2.885189819529819,1.6069183625794277
1.41,3.2707863586613275,2.714495672654437,1.5592818770435881
1.42,3.322970735078668,2.7598464836279257,1.5817715345045167
1.43,3.253586910132134,2.7328917025324557,1.754058953960587
1.44,3.2273842971196345,2.7852514449325305,1.5519148004590957
1.45,3.2023090720408423,2.599014688194685,1.3574548011162049
1.46,3.28992463293295,2.723255675351531,1.5103524924111917
1.47,3.358962258727103,2.707007302214629,1.6589453057493402
1.48,3.364347638290102,2.648375223343846,1.8065870929941696
1.49,3.376237841937963,2.7339995389852594,1.8941352984148747
1.5,3.30454658357464,2.7593392695054533,1.7789478580723248
1.51,3.2754846720302195,2.6783067017779865,1.544803410893743
1.52,3.5182729842451006,2.9083262528923153,1.601707765485523
1.53,3.490514404256421,2.7581994185728553,1.6842714514696764
1.54,3.552138497901194,2.9289471204777877,1.6709232396417597
1.55,3.5528082972144213,2.8650666699665486,1.6836978874217121
1.56,3.525496894817342,2.7963674468885373,1.5832100568653578
1.57,3.4115913037371173,2.872242725396002,1.7335622161648208
1.58,3.3670898676256957,2.897996287401911,1.7335332662999432
1.59,3.265458461584547,2.8990853659885802,1.6639415483271731
